"clip_id"	"track_number"	"title"	"artist"	"album"	"url"	"segmentStart"	"segmentEnd"	"original_url"	"mp3_path"
"14768"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"117"	"146"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-117-146.mp3"
"14769"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"146"	"175"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-146-175.mp3"
"14770"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"175"	"204"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-175-204.mp3"
"14773"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"262"	"291"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-262-291.mp3"
"14775"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"320"	"349"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-320-349.mp3"
"14776"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"349"	"378"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-349-378.mp3"
"14777"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"378"	"407"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-378-407.mp3"
"14779"	"03"	"Sea Surround"	"Satori"	"For Relaxation"	"http://www.magnatune.com/artists/albums/satori-relaxation/"	"436"	"465"	"http://he3.magnatune.com/all/03-Sea%20Surround-Satori.mp3"	"5/satori-for_relaxation-03-sea_surround-436-465.mp3"
"14781"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"0"	"29"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-0-29.mp3"
"14782"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"30"	"59"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-30-59.mp3"
"14783"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"59"	"88"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-59-88.mp3"
"14786"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"146"	"175"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-146-175.mp3"
"14787"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"175"	"204"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-175-204.mp3"
"14789"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"233"	"262"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-233-262.mp3"
"14791"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"291"	"320"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-291-320.mp3"
"14793"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"349"	"378"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-349-378.mp3"
"14795"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"407"	"436"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-407-436.mp3"
"14796"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"436"	"465"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-436-465.mp3"
"14797"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"465"	"494"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-465-494.mp3"
"14798"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"494"	"523"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-494-523.mp3"
"14800"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"552"	"581"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-552-581.mp3"
"14803"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"639"	"668"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-639-668.mp3"
"14804"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"668"	"697"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-668-697.mp3"
"14810"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"842"	"871"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-842-871.mp3"
"14811"	"03"	"Searching for the rest"	"Satori"	"Golden Dreams"	"http://www.magnatune.com/artists/albums/satori-golden/"	"871"	"900"	"http://he3.magnatune.com/all/03-Searching%20for%20the%20rest-Satori.mp3"	"d/satori-golden_dreams-03-searching_for_the_rest-871-900.mp3"
"14816"	"03"	"Sedi Donka"	"Panacea"	"Songs and Dance Music of Europe East and West"	"http://www.magnatune.com/artists/albums/panacea-songs/"	"0"	"29"	"http://he3.magnatune.com/all/03-Sedi%20Donka-Panacea.mp3"	"3/panacea-songs_and_dance_music_of_europe_east_and_west-03-sedi_donka-0-29.mp3"
"14819"	"03"	"Sedi Donka"	"Panacea"	"Songs and Dance Music of Europe East and West"	"http://www.magnatune.com/artists/albums/panacea-songs/"	"88"	"117"	"http://he3.magnatune.com/all/03-Sedi%20Donka-Panacea.mp3"	"3/panacea-songs_and_dance_music_of_europe_east_and_west-03-sedi_donka-88-117.mp3"
"14820"	"03"	"Sedi Donka"	"Panacea"	"Songs and Dance Music of Europe East and West"	"http://www.magnatune.com/artists/albums/panacea-songs/"	"117"	"146"	"http://he3.magnatune.com/all/03-Sedi%20Donka-Panacea.mp3"	"3/panacea-songs_and_dance_music_of_europe_east_and_west-03-sedi_donka-117-146.mp3"
"14823"	"03"	"Segue"	"Curandero"	"Aras"	"http://www.magnatune.com/artists/albums/curandero-aras/"	"0"	"29"	"http://he3.magnatune.com/all/03-Segue%20-%20Curandero.mp3"	"5/curandero-aras-03-segue-0-29.mp3"
"14824"	"03"	"Segue"	"Curandero"	"Aras"	"http://www.magnatune.com/artists/albums/curandero-aras/"	"30"	"59"	"http://he3.magnatune.com/all/03-Segue%20-%20Curandero.mp3"	"5/curandero-aras-03-segue-30-59.mp3"
"14826"	"03"	"Segue"	"Curandero"	"Aras"	"http://www.magnatune.com/artists/albums/curandero-aras/"	"88"	"117"	"http://he3.magnatune.com/all/03-Segue%20-%20Curandero.mp3"	"5/curandero-aras-03-segue-88-117.mp3"
"14828"	"03"	"Segue"	"Curandero"	"Aras"	"http://www.magnatune.com/artists/albums/curandero-aras/"	"146"	"175"	"http://he3.magnatune.com/all/03-Segue%20-%20Curandero.mp3"	"5/curandero-aras-03-segue-146-175.mp3"
"14831"	"03"	"Segue"	"Curandero"	"Aras"	"http://www.magnatune.com/artists/albums/curandero-aras/"	"233"	"262"	"http://he3.magnatune.com/all/03-Segue%20-%20Curandero.mp3"	"5/curandero-aras-03-segue-233-262.mp3"
"14832"	"03"	"Segue"	"Curandero"	"Aras"	"http://www.magnatune.com/artists/albums/curandero-aras/"	"262"	"291"	"http://he3.magnatune.com/all/03-Segue%20-%20Curandero.mp3"	"5/curandero-aras-03-segue-262-291.mp3"
"14833"	"03"	"Semester Days"	"Rob Costlow"	"Woods of Chaos"	"http://www.magnatune.com/artists/albums/costlow-woods/"	"0"	"29"	"http://he3.magnatune.com/all/03-Semester%20Days-Rob%20Costlow.mp3"	"7/rob_costlow-woods_of_chaos-03-semester_days-0-29.mp3"
"14834"	"03"	"Semester Days"	"Rob Costlow"	"Woods of Chaos"	"http://www.magnatune.com/artists/albums/costlow-woods/"	"30"	"59"	"http://he3.magnatune.com/all/03-Semester%20Days-Rob%20Costlow.mp3"	"7/rob_costlow-woods_of_chaos-03-semester_days-30-59.mp3"
"14835"	"03"	"Semester Days"	"Rob Costlow"	"Woods of Chaos"	"http://www.magnatune.com/artists/albums/costlow-woods/"	"59"	"88"	"http://he3.magnatune.com/all/03-Semester%20Days-Rob%20Costlow.mp3"	"7/rob_costlow-woods_of_chaos-03-semester_days-59-88.mp3"
"14837"	"03"	"Semester Days"	"Rob Costlow"	"Woods of Chaos"	"http://www.magnatune.com/artists/albums/costlow-woods/"	"117"	"146"	"http://he3.magnatune.com/all/03-Semester%20Days-Rob%20Costlow.mp3"	"7/rob_costlow-woods_of_chaos-03-semester_days-117-146.mp3"
"14839"	"03"	"Semester Days"	"Rob Costlow"	"Woods of Chaos"	"http://www.magnatune.com/artists/albums/costlow-woods/"	"175"	"204"	"http://he3.magnatune.com/all/03-Semester%20Days-Rob%20Costlow.mp3"	"7/rob_costlow-woods_of_chaos-03-semester_days-175-204.mp3"
"14843"	"03"	"Sergei Rachmaninoff - 6 Moments Musicaux Op. 16 - Andante cantabile"	"Elizabeth Wolff"	"Moments Musicaux"	"http://www.magnatune.com/artists/albums/wolff-moments/"	"59"	"88"	"http://he3.magnatune.com/all/03-Sergei%20Rachmaninoff%20-%206%20Moments%20Musicaux%20Op.%2016%20-%20Andante%20cantabile-Elizabeth%20Wolff.mp3"	"b/elizabeth_wolff-moments_musicaux-03-sergei_rachmaninoff__6_moments_musicaux_op__16__andante_cantabile-59-88.mp3"
"14850"	"03"	"Sergei Rachmaninoff - 6 Moments Musicaux Op. 16 - Andante cantabile"	"Elizabeth Wolff"	"Moments Musicaux"	"http://www.magnatune.com/artists/albums/wolff-moments/"	"262"	"291"	"http://he3.magnatune.com/all/03-Sergei%20Rachmaninoff%20-%206%20Moments%20Musicaux%20Op.%2016%20-%20Andante%20cantabile-Elizabeth%20Wolff.mp3"	"b/elizabeth_wolff-moments_musicaux-03-sergei_rachmaninoff__6_moments_musicaux_op__16__andante_cantabile-262-291.mp3"
"14853"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"59"	"88"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-59-88.mp3"
"14854"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"88"	"117"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-88-117.mp3"
"14859"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"233"	"262"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-233-262.mp3"
"14861"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"291"	"320"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-291-320.mp3"
"14863"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"349"	"378"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-349-378.mp3"
"14864"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"378"	"407"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-378-407.mp3"
"14865"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"407"	"436"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-407-436.mp3"
"14867"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"465"	"494"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-465-494.mp3"
"14868"	"03"	"Set a 5 in F Major"	"Oberlin Consort of Viols"	"5 and 6 part Fantasies of William Lawes"	"http://www.magnatune.com/artists/albums/oberlin-lawes/"	"494"	"523"	"http://he3.magnatune.com/all/03-Set%20a%205%20in%20F%20Major-Oberlin%20Consort%20of%20Viols.mp3"	"b/oberlin_consort_of_viols-5_and_6_part_fantasies_of_william_lawes-03-set_a_5_in_f_major-494-523.mp3"
"14871"	"03"	"Seven Promises"	"William Brooks"	"Bitter Circus"	"http://www.magnatune.com/artists/albums/wbrooks-bitter/"	"0"	"29"	"http://he3.magnatune.com/all/03-Seven%20Promises-William%20Brooks.mp3"	"0/william_brooks-bitter_circus-03-seven_promises-0-29.mp3"
"14874"	"03"	"Seven Promises"	"William Brooks"	"Bitter Circus"	"http://www.magnatune.com/artists/albums/wbrooks-bitter/"	"88"	"117"	"http://he3.magnatune.com/all/03-Seven%20Promises-William%20Brooks.mp3"	"0/william_brooks-bitter_circus-03-seven_promises-88-117.mp3"
"14875"	"03"	"Seven Promises"	"William Brooks"	"Bitter Circus"	"http://www.magnatune.com/artists/albums/wbrooks-bitter/"	"117"	"146"	"http://he3.magnatune.com/all/03-Seven%20Promises-William%20Brooks.mp3"	"0/william_brooks-bitter_circus-03-seven_promises-117-146.mp3"
"14876"	"03"	"Seven Promises"	"William Brooks"	"Bitter Circus"	"http://www.magnatune.com/artists/albums/wbrooks-bitter/"	"146"	"175"	"http://he3.magnatune.com/all/03-Seven%20Promises-William%20Brooks.mp3"	"0/william_brooks-bitter_circus-03-seven_promises-146-175.mp3"
"14877"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"0"	"29"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-0-29.mp3"
"14878"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"30"	"59"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-30-59.mp3"
"14880"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"88"	"117"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-88-117.mp3"
"14883"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"175"	"204"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-175-204.mp3"
"14884"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"204"	"233"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-204-233.mp3"
"14887"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"291"	"320"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-291-320.mp3"
"14888"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"320"	"349"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-320-349.mp3"
"14890"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"378"	"407"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-378-407.mp3"
"14891"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"407"	"436"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-407-436.mp3"
"14892"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"436"	"465"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-436-465.mp3"
"14893"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"465"	"494"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-465-494.mp3"
"14895"	"03"	"Shades of Blue"	"Hans Christian"	"Surrender"	"http://www.magnatune.com/artists/albums/hanschristian-surrender/"	"523"	"552"	"http://he3.magnatune.com/all/03-Shades%20of%20Blue-Hans%20Christian.mp3"	"f/hans_christian-surrender-03-shades_of_blue-523-552.mp3"
"14899"	"03"	"Shadow Child"	"Falling You"	"Human"	"http://www.magnatune.com/artists/albums/fallingyou-human/"	"88"	"117"	"http://he3.magnatune.com/all/03-Shadow%20Child-Falling%20You.mp3"	"a/falling_you-human-03-shadow_child-88-117.mp3"
"14900"	"03"	"Shadow Child"	"Falling You"	"Human"	"http://www.magnatune.com/artists/albums/fallingyou-human/"	"117"	"146"	"http://he3.magnatune.com/all/03-Shadow%20Child-Falling%20You.mp3"	"a/falling_you-human-03-shadow_child-117-146.mp3"
"14904"	"03"	"Shadow Child"	"Falling You"	"Human"	"http://www.magnatune.com/artists/albums/fallingyou-human/"	"233"	"262"	"http://he3.magnatune.com/all/03-Shadow%20Child-Falling%20You.mp3"	"a/falling_you-human-03-shadow_child-233-262.mp3"
"14906"	"03"	"Shadow Child"	"Falling You"	"Human"	"http://www.magnatune.com/artists/albums/fallingyou-human/"	"291"	"320"	"http://he3.magnatune.com/all/03-Shadow%20Child-Falling%20You.mp3"	"a/falling_you-human-03-shadow_child-291-320.mp3"
"14909"	"03"	"She's On My Mind"	"C Layne"	"The Sun Will Come Out to Blind You"	"http://www.magnatune.com/artists/albums/clayne-blind/"	"0"	"29"	"http://he3.magnatune.com/all/03-She's%20On%20My%20Mind-C%20Layne.mp3"	"e/c_layne-the_sun_will_come_out_to_blind_you-03-shes_on_my_mind-0-29.mp3"
"14910"	"03"	"She's On My Mind"	"C Layne"	"The Sun Will Come Out to Blind You"	"http://www.magnatune.com/artists/albums/clayne-blind/"	"30"	"59"	"http://he3.magnatune.com/all/03-She's%20On%20My%20Mind-C%20Layne.mp3"	"e/c_layne-the_sun_will_come_out_to_blind_you-03-shes_on_my_mind-30-59.mp3"
"14912"	"03"	"She's On My Mind"	"C Layne"	"The Sun Will Come Out to Blind You"	"http://www.magnatune.com/artists/albums/clayne-blind/"	"88"	"117"	"http://he3.magnatune.com/all/03-She's%20On%20My%20Mind-C%20Layne.mp3"	"e/c_layne-the_sun_will_come_out_to_blind_you-03-shes_on_my_mind-88-117.mp3"
"14913"	"03"	"She's On My Mind"	"C Layne"	"The Sun Will Come Out to Blind You"	"http://www.magnatune.com/artists/albums/clayne-blind/"	"117"	"146"	"http://he3.magnatune.com/all/03-She's%20On%20My%20Mind-C%20Layne.mp3"	"e/c_layne-the_sun_will_come_out_to_blind_you-03-shes_on_my_mind-117-146.mp3"
"14915"	"03"	"She's On My Mind"	"C Layne"	"The Sun Will Come Out to Blind You"	"http://www.magnatune.com/artists/albums/clayne-blind/"	"175"	"204"	"http://he3.magnatune.com/all/03-She's%20On%20My%20Mind-C%20Layne.mp3"	"e/c_layne-the_sun_will_come_out_to_blind_you-03-shes_on_my_mind-175-204.mp3"
"14916"	"03"	"Shift"	"Roots of Rebellion"	"The Looking Glass"	"http://www.magnatune.com/artists/albums/rootsrebel-looking/"	"0"	"29"	"http://he3.magnatune.com/all/03-Shift-Roots%20of%20Rebellion.mp3"	"7/roots_of_rebellion-the_looking_glass-03-shift-0-29.mp3"
"14919"	"03"	"Shift"	"Roots of Rebellion"	"The Looking Glass"	"http://www.magnatune.com/artists/albums/rootsrebel-looking/"	"88"	"117"	"http://he3.magnatune.com/all/03-Shift-Roots%20of%20Rebellion.mp3"	"7/roots_of_rebellion-the_looking_glass-03-shift-88-117.mp3"
"14920"	"03"	"Shift"	"Roots of Rebellion"	"The Looking Glass"	"http://www.magnatune.com/artists/albums/rootsrebel-looking/"	"117"	"146"	"http://he3.magnatune.com/all/03-Shift-Roots%20of%20Rebellion.mp3"	"7/roots_of_rebellion-the_looking_glass-03-shift-117-146.mp3"
"14921"	"03"	"Shift"	"Roots of Rebellion"	"The Looking Glass"	"http://www.magnatune.com/artists/albums/rootsrebel-looking/"	"146"	"175"	"http://he3.magnatune.com/all/03-Shift-Roots%20of%20Rebellion.mp3"	"7/roots_of_rebellion-the_looking_glass-03-shift-146-175.mp3"
"14923"	"03"	"Shift"	"Roots of Rebellion"	"The Looking Glass"	"http://www.magnatune.com/artists/albums/rootsrebel-looking/"	"204"	"233"	"http://he3.magnatune.com/all/03-Shift-Roots%20of%20Rebellion.mp3"	"7/roots_of_rebellion-the_looking_glass-03-shift-204-233.mp3"
"14925"	"03"	"Shift"	"Roots of Rebellion"	"The Looking Glass"	"http://www.magnatune.com/artists/albums/rootsrebel-looking/"	"262"	"291"	"http://he3.magnatune.com/all/03-Shift-Roots%20of%20Rebellion.mp3"	"7/roots_of_rebellion-the_looking_glass-03-shift-262-291.mp3"
"14926"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"0"	"29"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-0-29.mp3"
"14928"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"59"	"88"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-59-88.mp3"
"14930"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"117"	"146"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-117-146.mp3"
"14931"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"146"	"175"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-146-175.mp3"
"14932"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"175"	"204"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-175-204.mp3"
"14936"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"291"	"320"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-291-320.mp3"
"14940"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"407"	"436"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-407-436.mp3"
"14944"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"523"	"552"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-523-552.mp3"
"14945"	"03"	"Shivranjani"	"Jay Kishor"	"The Color of Night"	"http://www.magnatune.com/artists/albums/kishor-color/"	"552"	"581"	"http://he3.magnatune.com/all/03-Shivranjani-Jay%20Kishor.mp3"	"4/jay_kishor-the_color_of_night-03-shivranjani-552-581.mp3"
